borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted,avg_income,income_std,income_growth,income_stability_score,utility_payment_rate,rent_reliability_rate,payment_reliability_score,mobile_years,digital_trust_score
B05137,30,gig,Telangana,5,10233.66,17922.58,3856.78,23210.82,39702.39,37645.87,salaried-gig,21,3,48.1,1370.48,13.0,0.0,4,9,14.0,17.0,2020.0,537.47,1.42,6.0,0.231,0.9689434607862536,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,254800.0,consumption,40,0.2492,0,22095.350000000002,14448.72269736533,267.8632082754362,34.60740518993667,0.4444444444444444,0.8235294117647058,63.39869281045751,6.0,32.989068402861506
B05138,31,gig,Karnataka,2,30387.84,26175.15,22589.03,19000.61,17053.32,22321.86,salaried-gig,12,2,28.3,691.44,14.0,0.0,6,16,3.0,22.0,2020.0,364.1,1.19,3.5,0.433,0.3578744548838757,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,490600.0,business,33,0.4686,0,22921.301666666666,4829.316523424062,-26.543446325898778,78.93088013213882,0.375,0.13636363636363635,25.568181818181817,6.0,27.326148067527377
B05139,24,gig,Telangana,5,2000.0,16208.93,18510.45,17237.54,17963.52,18132.78,self-employed,10,2,0.0,1063.16,5.0,0.0,7,16,0.0,18.0,2021.0,428.72,1.11,8.2,0.434,0.0041175827723205,1.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,215200.0,agriculture,54,0.4766,0,15008.87,6424.759068734017,300.0,57.19358573474207,0.4375,0.0,21.875,5.0,10.74941724941725
B05140,34,gig,Maharashtra,3,25064.95,24142.63,32689.9,34844.43,27272.61,20580.62,salaried-gig,19,3,12.6,1711.76,17.0,0.0,12,22,3.0,16.0,2017.0,503.59,1.29,0.0,0.0,0.5221343488601424,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,252500.0,business,59,0.4151,0,27432.523333333334,5403.319776721221,-17.890839598722525,80.30323455460025,0.5454545454545454,0.1875,36.64772727272727,9.0,30.20931336448578
B05141,28,rural,Bihar,6,8206.54,8436.19,14134.01,10177.25,7114.51,14330.48,seasonal,17,2,5.2,229.22,5.0,0.0,0,10,0.0,0.0,2023.0,247.06,1.14,8.7,0.439,0.0516475845385163,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,168700.0,consumption,59,0.4985,0,10399.830000000002,3127.4073008612095,74.62267898529706,69.92828439636793,0.0,0.0,0.0,3.0,9.241746448643001
B05142,47,rural,Uttar Pradesh,5,5817.93,10415.85,15669.26,7760.09,7860.06,18237.38,daily-wage,21,2,25.9,1370.25,10.0,0.0,1,11,9.0,17.0,2019.0,335.76,1.35,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,157900.0,agriculture,43,0.536,0,10960.095000000001,4934.033329375675,213.46853606007636,54.98183793684568,0.09090909090909091,0.5294117647058824,31.016042780748666,7.0,25.778675347640867
B05143,54,rural,Uttar Pradesh,6,10807.42,8732.72,17820.48,11863.74,10018.44,20623.95,seasonal,25,2,15.6,1841.9,5.0,0.0,4,6,11.0,19.0,2019.0,210.9,2.05,0.0,0.0,0.5221343488601424,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,143000.0,medical,34,0.3488,0,13311.125,4774.488892334969,90.83139176602742,64.13158998705993,0.6666666666666666,0.5789473684210527,62.28070175438596,7.0,21.80332792401758
B05144,22,gig,Telangana,5,15716.27,22114.06,12555.46,19950.23,17575.12,16577.43,daily-wage,13,2,44.9,1678.58,0.0,0.0,6,21,12.0,21.0,2019.0,336.86,1.43,3.3,0.358,0.3069380404177767,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,457800.0,business,37,0.6301,1,17414.76166666667,3338.7581595402607,5.479417189956648,80.82799969676917,0.2857142857142857,0.5714285714285714,42.857142857142854,7.0,23.82281884006022
B05145,23,migrant,Tamil Nadu,2,28409.14,26247.19,22622.91,36322.61,24222.33,33354.69,daily-wage,17,3,61.1,2938.41,22.0,0.0,19,23,16.0,19.0,2021.0,575.19,2.2,16.3,0.15,0.8612792881625323,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,263900.0,consumption,59,0.1549,0,28529.811666666665,5341.871689362884,17.408305918447383,81.2761761214002,0.8260869565217391,0.8421052631578947,83.4096109839817,5.0,44.903457834492315
B05146,49,rural,Bihar,4,14504.51,11694.89,18320.28,12804.1,10445.33,17335.62,daily-wage,31,2,0.0,0.0,0.0,0.0,7,20,7.0,17.0,2014.0,419.11,2.09,8.1,0.279,0.3551735196129463,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,167800.0,agriculture,49,0.5704,0,14184.121666666666,3137.5689125526255,19.51882552392324,77.87970953516243,0.35,0.4117647058823529,38.088235294117645,12.0,21.5
B05147,54,rural,Rajasthan,4,12047.69,13679.62,17227.56,10893.48,11550.33,23969.97,self-employed,29,2,15.2,2241.92,15.0,0.0,8,24,0.0,0.0,2017.0,211.76,1.7,8.2,0.328,0.4054160765100036,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,16500.0,business,21,0.4272,0,14894.775000000001,4991.577282794488,98.95905356130511,66.48772953740834,0.3333333333333333,0.3333333333333333,33.33333333333333,9.0,30.99801875663945
B05148,39,gig,Karnataka,5,17441.73,3556.35,19562.39,16229.45,16023.86,23489.25,salaried-gig,7,3,44.4,1571.99,5.0,0.0,1,17,3.0,13.0,2021.0,432.18,0.9,4.4,0.449,0.500528041466629,2.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,200700.0,consumption,36,0.528,0,16050.505,6719.232260637371,34.672707351850995,58.13694173088404,0.058823529411764705,0.23076923076923078,14.479638009049776,5.0,22.35551804517322
B05149,42,rural,Uttar Pradesh,7,8031.29,7101.07,10890.46,8109.78,8856.19,13830.24,seasonal,18,2,34.5,1233.51,3.0,0.0,13,24,3.0,18.0,2021.0,172.27,0.92,4.4,0.433,0.2807646317335457,2.0,1.0,4.0,2.0,4.0,2.0,5.0,3.0,491900.0,business,43,0.5572,0,9469.838333333333,2487.491760222869,72.20446528515345,73.73247913359799,0.5416666666666666,0.16666666666666666,35.416666666666664,5.0,18.14934925279753
B05150,23,gig,Karnataka,4,38274.2,21691.28,19670.95,27459.4,17168.8,20122.1,self-employed,13,2,10.1,1765.54,2.0,0.0,8,22,0.0,0.0,2022.0,547.6,1.39,3.7,0.379,0.3654571565939348,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,157000.0,consumption,6,0.4603,0,24064.454999999998,7764.915596563172,-47.42646482486897,67.73284249918325,0.36363636363636365,0.36363636363636365,36.36363636363637,4.0,10.839009856251236
B05151,45,rural,Bihar,4,14137.65,14089.69,30075.99,14539.13,16952.47,19932.56,self-employed,30,3,0.0,0.0,0.0,0.0,10,24,0.0,0.0,2016.0,396.27,2.1,0.0,0.0,0.5221343488601424,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,334900.0,consumption,29,0.479,0,18287.915,6202.421533993801,40.98920259024663,66.08458900867704,0.4166666666666667,0.4166666666666667,41.66666666666667,10.0,18.461538461538463
B05152,24,gig,Karnataka,5,14564.13,30088.69,20536.18,43817.87,21472.27,21694.44,self-employed,11,2,35.7,1958.11,5.0,1.0,1,23,0.0,0.0,2020.0,439.57,0.87,3.5,0.362,0.2393361116336801,2.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,18800.0,education,32,0.4339,0,25362.263333333332,10309.454558149362,48.95802220935957,59.3512044936472,0.043478260869565216,0.043478260869565216,4.3478260869565215,6.0,36.346162535817705
B05153,25,gig,Maharashtra,3,25663.59,12565.81,31474.8,38069.54,31762.3,47161.57,salaried-gig,22,3,79.5,1228.57,5.0,1.0,15,22,3.0,8.0,2019.0,439.6,2.23,7.8,0.24,0.7952849352763676,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,363300.0,education,45,0.3938,0,31116.26833333333,11663.59121110375,83.76840496594592,62.5160990188238,0.6818181818181818,0.375,52.84090909090908,7.0,55.36143244763935
B05154,32,migrant,Delhi,1,20226.82,30745.45,26160.15,22068.6,25449.35,24991.07,salaried-gig,13,3,35.9,2510.14,17.0,0.0,4,15,3.0,6.0,2013.0,679.77,1.87,7.8,0.248,0.6716526299644372,3.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,156300.0,education,48,0.3752,0,24940.240000000005,3630.7868188369316,23.554122694521432,85.44205340912144,0.26666666666666666,0.5,38.33333333333333,13.0,45.108374229063884
B05155,38,gig,Tamil Nadu,3,25890.76,36358.23,33033.96,45518.83,27892.21,15944.3,self-employed,21,3,82.2,2146.07,21.0,0.0,8,14,12.0,22.0,2016.0,641.44,2.04,15.7,0.166,0.5638323025402023,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,249000.0,consumption,46,0.4084,0,30773.048333333336,10057.55237402305,-38.417025996919364,67.31700979025625,0.5714285714285714,0.5454545454545454,55.84415584415584,10.0,57.1221527773252
B05156,38,gig,Maharashtra,5,22257.54,13042.94,11618.19,17786.21,4821.92,14836.17,salaried-gig,2,2,3.1,722.11,14.0,0.0,1,8,1.0,21.0,2019.0,488.7,0.5,0.0,0.0,0.5221343488601424,1.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,267500.0,business,21,0.6711,1,14060.495,5899.588301238486,-33.343172695634834,58.04138971466875,0.125,0.047619047619047616,8.630952380952381,7.0,19.16509709613158
B05157,39,gig,Delhi,5,27511.68,14192.45,27523.83,28729.6,29216.27,41308.73,salaried-gig,23,2,86.0,2303.42,22.0,0.0,9,22,8.0,13.0,2019.0,602.54,1.96,7.4,0.285,0.3364779810782674,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,250200.0,consumption,6,0.4438,0,28080.426666666666,8604.751520960188,50.14979092516343,69.35676361650658,0.4090909090909091,0.6153846153846154,51.22377622377623,7.0,54.019093363920945
B05158,37,gig,Telangana,4,20683.43,31086.53,31500.94,25373.38,56586.76625,50970.34625,daily-wage,23,4,106.0,2947.49,26.0,1.0,3,7,7.0,16.0,2013.0,669.4,2.32,11.9,0.162,0.9102614742975246,3.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,231400.0,consumption,25,0.3154,0,36033.56541666667,14420.995452240128,146.43082046836525,59.978993792354615,0.42857142857142855,0.4375,43.30357142857143,13.0,88.25657970485557
B05159,55,rural,Madhya Pradesh,6,12590.23,13644.38,16060.71,11537.54,13416.13,24472.13,daily-wage,26,2,0.0,0.0,0.0,0.0,5,10,0.0,0.0,2018.0,296.23,1.78,0.0,0.0,0.5221343488601424,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,118900.0,agriculture,26,0.6139,1,15286.853333333334,4743.302939887634,94.37397092825152,68.97135835309707,0.5,0.5,50.0,8.0,14.153846153846155
B05160,42,rural,Odisha,7,7562.16,8067.18,16535.98,9586.98,6068.89,12973.28,self-employed,16,1,0.0,0.0,0.0,0.0,3,13,0.0,0.0,2020.0,234.45,0.76,6.9,0.336,0.0153321396705856,3.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,476300.0,education,53,0.5892,1,10132.411666666667,3918.0939190500103,71.55521702793912,61.33108239236223,0.23076923076923078,0.23076923076923078,23.076923076923077,6.0,7.153846153846154
B05161,39,gig,Delhi,4,40387.19,31618.55,23332.63,41025.42,37182.62,44241.02,salaried-gig,23,3,63.1,2636.87,18.0,1.0,10,21,16.0,20.0,2013.0,669.63,2.34,10.4,0.265,0.717032898307656,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,11000.0,consumption,10,0.2333,0,36297.905,7654.308139375497,9.542208804326307,78.91253465075879,0.47619047619047616,0.8,63.8095238095238,13.0,70.27848851986784
B05162,22,migrant,Gujarat,2,16439.45,15010.97,22424.94,22706.41,20384.49,20715.89,daily-wage,4,2,41.9,1471.04,4.0,0.0,4,14,3.0,16.0,2023.0,372.91,1.67,2.2,0.454,0.1483882671209851,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,60800.0,education,60,0.3514,0,19613.69166666667,3179.2405387728472,26.013279033057668,83.79070807880628,0.2857142857142857,0.1875,23.660714285714285,3.0,20.783582835306973
B05163,29,rural,Rajasthan,4,13339.44,12170.86,16984.1,13299.37,13459.85,18429.25,self-employed,25,2,49.1,1431.07,7.0,0.0,1,10,5.0,9.0,2019.0,212.94,1.63,0.0,0.0,0.5221343488601424,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,443300.0,agriculture,28,0.4899,0,14613.811666666668,2483.032697017231,38.15609950642605,83.00900029606309,0.1,0.5555555555555556,32.77777777777778,7.0,31.069357638323158
B05164,30,gig,Telangana,2,21416.6,29788.91,16488.32,34986.96,22761.39,31756.71,salaried-gig,25,4,63.5,2411.47,7.0,0.0,12,15,8.0,11.0,2018.0,594.76,1.91,10.7,0.254,0.1900073251502009,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,318200.0,education,28,0.2624,0,26199.815,7070.92143306585,48.28081955118927,73.01155968824264,0.8,0.7272727272727273,76.36363636363637,8.0,37.7108373142856
B05165,22,gig,Tamil Nadu,2,20881.11,32340.43,49516.31625,2000.0,56586.76625,45383.76,salaried-gig,25,4,81.3,2838.91,22.0,1.0,13,21,5.0,8.0,2020.0,412.05,2.65,15.0,0.22,0.8729859834886219,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,312200.0,business,19,0.4982,0,34451.39708333334,20386.980957442927,117.34361822719195,40.82393550505502,0.6190476190476191,0.625,62.202380952380956,6.0,68.82040528592252
B05166,34,rural,Madhya Pradesh,7,13284.97,11480.56,15858.39,10273.64,11843.62,22131.76,seasonal,25,2,0.0,0.0,0.0,0.0,7,19,9.0,24.0,2018.0,323.59,1.45,0.0,0.0,0.5221343488601424,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,135500.0,business,18,0.5189,0,14145.49,4355.380796614688,66.59247254604263,69.21011010141969,0.3684210526315789,0.375,37.17105263157895,8.0,12.884615384615385
B05167,34,migrant,Delhi,1,19065.05,25357.02,19077.55,23357.51,26731.91,33929.04,salaried-gig,13,3,41.4,2932.23,0.0,1.0,12,13,12.0,23.0,2019.0,674.26,2.52,7.1,0.194,0.296959806428946,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,356100.0,business,59,0.3356,0,24586.346666666665,5564.6185003849705,77.96460014529205,77.3670379913365,0.9230769230769231,0.5217391304347826,72.24080267558529,7.0,42.0365617606997
B05168,30,gig,Tamil Nadu,2,20563.45,15636.53,10803.66,33624.41,9387.77,27027.74,salaried-gig,10,2,39.4,1365.61,0.0,1.0,3,10,1.0,7.0,2021.0,439.8,1.32,3.2,0.357,0.0731826076376739,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,71900.0,consumption,31,0.7025,1,19507.260000000002,9487.954072633363,31.435824241554798,51.361933594808484,0.3,0.14285714285714285,22.142857142857142,5.0,33.78507419886731
B05169,21,migrant,Karnataka,4,32472.37,23054.45,30094.72,34587.08,31890.62,31312.11,self-employed,10,3,0.0,0.0,0.0,0.0,14,19,6.0,10.0,2021.0,678.27,2.59,11.6,0.19,0.8803953074905129,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,61000.0,consumption,44,0.273,0,30568.558333333338,3968.880904997864,-3.573068427096632,87.01646030630755,0.7368421052631579,0.6,66.84210526315789,5.0,12.653846153846153
B05170,26,gig,Telangana,3,6233.63,21046.98,14290.83,25923.69,28816.38,14411.93,salaried-gig,17,3,63.0,1891.3,15.0,0.0,12,17,12.0,24.0,2021.0,434.17,2.07,8.9,0.226,0.7129063797667852,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,21000.0,business,7,0.3515,0,18453.906666666666,8401.267647912822,131.19642968864048,54.47431376095528,0.7058823529411765,0.5,60.29411764705883,5.0,39.631648407510475
B05171,26,gig,Maharashtra,2,41779.76,15114.2,32810.46,35045.86,24521.67,30971.9,salaried-gig,36,4,96.2,3111.27,32.0,1.0,5,6,18.0,20.0,2019.0,650.22,2.7,13.5,0.095,0.6930892075274664,4.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,70800.0,education,22,0.2329,0,30040.641666666666,9215.812005214553,-25.868650274678455,69.32218656487457,0.8333333333333334,0.9,86.66666666666667,7.0,82.29282212040833
B05172,45,rural,Bihar,7,11289.39,15615.99,17702.8,17171.95,15918.07,28847.29,daily-wage,33,3,0.0,0.0,0.0,0.0,7,17,5.0,7.0,2014.0,316.5,1.95,2.8,0.315,0.5589303181494584,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,108200.0,consumption,51,0.5468,0,17757.581666666665,5884.476491136375,155.52567499218296,66.86217413161434,0.4117647058823529,0.7142857142857143,56.30252100840336,12.0,20.961538461538463
B05173,35,gig,Karnataka,5,12128.41,26232.63,47260.63,24829.13,40536.89,17163.73,self-employed,20,3,72.2,2731.58,11.0,0.0,8,10,6.0,11.0,2015.0,553.46,1.47,13.9,0.236,0.6832600802072886,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,271200.0,agriculture,33,0.4081,0,28025.236666666668,13495.568068427006,41.51673632405237,51.84494522225145,0.8,0.5454545454545454,67.27272727272727,11.0,46.09664970009797
B05174,52,rural,Odisha,6,8567.84,9598.35,18971.39,8397.93,10211.65,17875.08,daily-wage,22,2,56.0,2164.56,13.0,0.0,6,16,4.0,8.0,2019.0,183.38,1.41,6.1,0.304,0.9030674064663212,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,78600.0,agriculture,47,0.4243,0,12270.373333333335,4824.9141359765845,108.62994640422792,60.67834282703228,0.375,0.5,43.75,7.0,36.697828887484064
B05175,25,gig,Karnataka,2,29092.3,30683.69,17314.34,17344.44,21744.18,32719.74,daily-wage,26,3,60.8,2221.11,19.0,0.0,4,9,17.0,19.0,2020.0,561.78,1.47,8.7,0.267,0.4401063789016743,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,361000.0,medical,19,0.2771,0,24816.448333333334,6880.709587088869,12.468728838902399,72.2735925194955,0.4444444444444444,0.8947368421052632,66.95906432748538,6.0,41.27762281210558
B05176,28,gig,Maharashtra,4,18160.73,17347.64,4572.3,25982.4,24282.5,30249.85,self-employed,11,3,5.5,1415.78,15.0,0.0,1,11,2.0,9.0,2019.0,693.99,1.71,7.4,0.401,0.6569302058368042,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,157500.0,consumption,54,0.627,1,20099.236666666668,9028.41191493757,66.56736816196265,55.080821900512134,0.09090909090909091,0.2222222222222222,15.656565656565657,7.0,25.24753485098313
B05177,44,rural,Rajasthan,7,19248.83,13598.11,24972.01,14768.03,21068.33,23367.22,seasonal,50,3,98.6,2181.12,31.0,0.0,20,24,11.0,23.0,2012.0,405.6,2.67,0.0,0.0,0.5221343488601424,5.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,291700.0,business,29,0.3545,0,19503.755,4574.817818867763,21.395534170128776,76.54391260109777,0.8333333333333334,0.4782608695652174,65.57971014492753,14.0,77.86010836010836
B05178,29,gig,Maharashtra,5,14043.6,14709.78,16756.23,18949.58,9231.01,2888.71,self-employed,6,2,0.0,766.71,1.0,0.0,1,10,1.0,10.0,2024.0,349.42,0.73,0.0,0.0,0.5221343488601424,1.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,223700.0,consumption,24,0.7159,1,12763.151666666667,5824.5360825371035,-79.43041670227007,54.36443729060309,0.1,0.1,10.0,2.0,1.6421911421911422
B05179,23,gig,Maharashtra,4,21386.26,42860.83,35525.31,26657.49,9930.45,20651.55,self-employed,19,2,32.9,2039.62,9.0,0.0,6,7,5.0,9.0,2022.0,623.41,1.5,9.3,0.31,0.064386413696799,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,427500.0,education,11,0.3908,0,26168.64833333333,11691.053928672842,-3.435430037790615,55.32419642102451,0.8571428571428571,0.5555555555555556,70.63492063492063,4.0,22.939767594940008
B05180,35,gig,Telangana,5,13704.18,33367.48,23219.47,13818.3,22012.49,30276.3,salaried-gig,13,3,24.7,1610.0,10.0,0.0,7,15,2.0,8.0,2019.0,550.24,0.82,1.9,0.256,0.4989271565890872,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,116100.0,business,42,0.348,0,22733.036666666667,8145.437915247202,120.92748343935938,64.16916035159169,0.4666666666666667,0.25,35.833333333333336,7.0,23.40470588746451
B05181,36,gig,Telangana,5,28107.17,37737.82,21488.64,24720.94,18673.01,38739.73,salaried-gig,16,2,45.5,1736.68,5.0,0.0,7,15,2.0,8.0,2019.0,594.64,1.57,6.8,0.344,0.2145866959665126,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,400000.0,consumption,20,0.388,0,28244.551666666666,8366.150573847968,37.82863945391872,70.37959507170568,0.4666666666666667,0.25,35.833333333333336,7.0,28.316913127257955
B05182,32,gig,Delhi,2,38552.57,12223.68,17868.97,15451.09,7869.51,17160.74,self-employed,15,2,25.7,925.12,20.0,0.0,2,15,1.0,18.0,2020.0,272.16,0.95,3.7,0.341,0.4220007287492655,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,402300.0,consumption,19,0.5302,0,18187.76,10633.981187480067,-55.48742924271974,41.53221074238901,0.13333333333333333,0.05555555555555555,9.444444444444445,6.0,30.221591859522892
B05183,39,rural,Madhya Pradesh,6,13312.54,14454.23,27231.76,14788.98,15790.97,22765.12,seasonal,42,3,76.1,2568.91,28.0,1.0,4,13,0.0,0.0,2015.0,303.91,1.99,0.0,0.0,0.5221343488601424,3.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,130500.0,business,55,0.2962,0,18057.266666666666,5615.11021461081,71.0050824260434,68.90387499800185,0.3076923076923077,0.3076923076923077,30.76923076923077,11.0,77.06583832445901
B05184,22,gig,Telangana,4,34465.72,40345.79,49516.31625,56632.2825,23334.82,47075.05,self-employed,42,4,108.3,3005.82,27.0,1.0,7,7,0.0,0.0,2021.0,703.78,2.91,16.8,0.143,0.995555836894006,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,489200.0,education,11,0.2789,0,41894.996458333335,11867.429455822732,36.58513444663277,71.67339668443347,1.0,1.0,100.0,5.0,79.33916083916084
B05185,36,rural,Odisha,7,10369.94,14974.37,21117.72,12189.62,9699.99,28332.73,daily-wage,38,2,25.6,2158.08,16.0,0.0,6,15,0.0,0.0,2018.0,339.73,1.49,0.0,0.0,0.5221343488601424,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,297400.0,business,41,0.5165,0,16114.061666666666,7282.414999345799,173.21980647911175,54.80707999020442,0.4,0.4,40.0,8.0,32.317175989589785
B05186,25,migrant,Karnataka,3,14975.91,14899.9,12724.08,12629.03,15995.22,15638.93,self-employed,6,2,0.0,865.56,0.0,0.0,0,12,0.0,14.0,2024.0,377.55,0.91,7.2,0.461,0.0671445349131837,1.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,387000.0,medical,18,0.6986,1,14477.178333333335,1453.9979606507932,4.42724348637245,89.95662050177968,0.0,0.0,0.0,2.0,1.5769230769230769
B05187,24,migrant,Gujarat,3,34422.7,30360.76,35785.26,35491.45,40960.37,37548.34,daily-wage,16,2,71.7,2862.97,21.0,1.0,17,18,11.0,12.0,2019.0,572.4,2.26,19.0,0.234,0.7899273671184555,4.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,409600.0,education,13,0.1932,0,35761.479999999996,3500.1404539760983,9.080170933715252,90.21254026965299,0.9444444444444444,0.9166666666666666,93.05555555555556,7.0,65.41722769308976
B05188,24,migrant,Maharashtra,3,20267.84,14693.75,28186.47,22411.79,33769.52,32318.08,daily-wage,11,3,60.7,2256.65,18.0,0.0,18,23,11.0,16.0,2022.0,635.39,1.52,6.0,0.276,0.5938053105342673,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,428200.0,consumption,59,0.1823,0,25274.575,7422.546419203453,59.45497892227293,70.63235912293895,0.782608695652174,0.6875,73.50543478260869,4.0,37.60747267643819
B05189,36,gig,Karnataka,3,27580.99,20743.9,31397.04,42275.35,15875.21,46292.88,salaried-gig,28,3,74.8,2241.35,23.0,1.0,7,12,6.0,8.0,2014.0,620.14,2.19,8.6,0.206,0.5090830962015972,3.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,438700.0,consumption,43,0.2786,0,30694.228333333333,11884.77049286088,67.84343129089999,61.280113108579926,0.5833333333333334,0.75,66.66666666666667,12.0,75.22218492908148
B05190,47,rural,Rajasthan,5,13456.98,17164.76,27783.18,16607.89,16600.74,28121.47,daily-wage,49,3,82.7,3189.59,23.0,0.0,15,22,12.0,19.0,2014.0,325.01,2.61,12.9,0.21,0.6628298672126587,4.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,339600.0,medical,30,0.2331,0,19955.836666666666,6331.438049147025,108.97311283809594,68.27275069993544,0.6818181818181818,0.631578947368421,65.66985645933015,12.0,64.04633002908865
B05191,28,migrant,Maharashtra,4,28556.98,29268.74,28076.86,27724.35,26404.34,28555.42,daily-wage,11,3,60.8,3022.3,23.0,0.0,8,10,15.0,18.0,2014.0,626.37,2.37,11.1,0.1,0.7745764414820628,3.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,129400.0,agriculture,33,0.0803,0,28097.781666666666,979.7012785623315,-0.005462762519010448,96.51324332224924,0.8,0.8333333333333334,81.66666666666667,12.0,57.0002335347163
B05192,30,gig,Delhi,5,39395.86,27912.61,29848.49,16366.83,29759.4,29773.19,self-employed,23,3,33.1,2042.89,19.0,0.0,2,9,13.0,16.0,2020.0,689.27,1.91,12.8,0.254,0.4614272281542286,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,326100.0,medical,37,0.364,0,28842.73,7356.62082344061,-24.425586851004148,74.49402042233655,0.2222222222222222,0.8125,51.736111111111114,6.0,35.22528931149621
B05193,27,gig,Telangana,4,26524.48,31759.59,17666.12,23355.68,24712.03,32760.04,salaried-gig,17,3,53.8,1619.92,3.0,0.0,1,14,3.0,6.0,2021.0,587.4,2.26,7.1,0.352,0.3697053381300086,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,456900.0,business,37,0.5254,0,26129.656666666666,5606.247992562109,23.50869837976089,78.54450188886737,0.07142857142857142,0.5,28.57142857142857,5.0,28.69928114755701
B05194,40,gig,Maharashtra,3,45763.17,44042.52,47245.07,36790.56,7896.1,20047.72,salaried-gig,25,3,42.0,2557.25,19.0,0.0,13,21,3.0,15.0,2014.0,652.86,2.1,13.8,0.274,0.6417813707857819,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,218900.0,consumption,60,0.323,0,33630.85666666667,16110.279900876541,-56.19245782143151,52.096730509858524,0.6190476190476191,0.2,40.95238095238095,12.0,47.67517819241957
